CityEconomy,RecoverTime,Loss,CommunicationMethod,VictimEducation,VictimIncome,VictimAge,VictimSex,SpecialDate,VictimOccupation
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult40To50,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
SecondTier,Short,Serious10kTo100k,legalOnlineAbroad,primarySchool,Medium,Adult50To60,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Female,Medium,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Low,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Male,Long,HeadsofPartyStateOrgans
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult60To70,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,primarySchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,SocialProductionLifeService
ThirdTier,Short,Low0To100,offlineCommunication,primarySchool,Low,Adult30To40,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult30To40,Male,Short,ProfessionalTechnical
FirstTier,Short,Serious100kTo1000k,financialExchange,college,Medium,Adult50To60,Male,Short,HeadsofEnterprises
Developed,Short,Medium100To1k,financialExchange,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Long,Manufacturing
SecondTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult50To60,Male,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Long,Serious100kTo1000k,traditionalTelephoneCommunication,highSchool,Medium,Adult20To30,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious100kTo1000k,illegalOnline,majorCollege,Medium,Adult30To40,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious100kTo1000k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Low,Adult20To30,Male,Long,SocialProductionLifeService
SecondTier,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,ProfessionalTechnical
SecondTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,legalOnline,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,illegalOnline,college,Medium,Adult40To50,Female,Long,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Medium,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,legalOnlineAbroad,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,offlineCommunication,college,Low,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,legalOnline,primarySchool,Low,Adult50To60,Female,Long,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Serious10kTo100k,offlineCommunication,college,Low,Adult40To50,Female,Short,ProfessionalTechnical
ThirdTier,Short,Medium1kTo10k,offlineCommunication,middleSchool,Low,Adult30To40,Male,Long,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Low,Adult40To50,Female,Short,Clerical
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious100kTo1000k,offlineCommunication,college,Medium,Adult20To30,Male,Short,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
Developed,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,masterDegree,Medium,Adult30To40,Female,Short,SocialProductionLifeService
FirstTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,middleSchool,Low,Adult20To30,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Medium1kTo10k,offlineCommunication,highSchool,Medium,Adult50To60,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,legalOnline,middleSchool,Medium,Adult40To50,Female,Long,SocialProductionLifeService
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
Developed,Medium,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,financialExchange,vocationalCollege,Medium,Adult40To50,Male,Long,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult50To60,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
ModeratelyDeveloped,Medium,Serious100kTo1000k,traditionalTelephoneCommunication,middleSchool,Low,Adult50To60,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
ThirdTier,Short,Medium100To1k,offlineCommunication,majorCollege,Medium,Teenagers,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Female,Medium,ProfessionalTechnical
ModeratelyDeveloped,Short,Medium100To1k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,Manufacturing
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,primarySchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Long,HeadsofEnterprises
SecondTier,Short,Serious10kTo100k,illegalOnline,majorCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult30To40,Male,Short,Manufacturing
ThirdTier,Short,Serious10kTo100k,illegalOnline,college,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious100kTo1000k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
SecondTier,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Low,Adult40To50,Male,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Low0To100,legalOnline,vocationalCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Low,Adult60To70,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,primarySchool,Low,Adult40To50,Male,Medium,AgricultureForestryAnimalHusbandryFisheryWorkers
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Short,ProfessionalTechnical
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,illegalOnline,college,Medium,Adult50To60,Male,Long,SocialProductionLifeService
Developed,Long,Serious100kTo1000k,offlineCommunication,majorCollege,Low,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult30To40,Male,Short,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Long,Medium1kTo10k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,Manufacturing
FirstTier,Short,Medium100To1k,traditionalTelephoneCommunication,primarySchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
FirstTier,Long,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult40To50,Female,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,ProfessionalTechnical
SecondTier,Short,Serious10kTo100k,offlineCommunication,primarySchool,Low,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,illegalOnline,middleSchool,Low,Adult40To50,Female,Short,Clerical
SecondTier,Short,Medium1kTo10k,offlineCommunication,college,Medium,Adult20To30,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious100kTo1000k,legalOnline,primarySchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Male,Long,ProfessionalTechnical
ModeratelyDeveloped,Short,Serious10kTo100k,legalOnline,middleSchool,Low,Adult40To50,Female,Long,SocialProductionLifeService
Developed,Short,Serious10kTo100k,traditionalTelephoneCommunication,highSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Medium1kTo10k,traditionalTelephoneCommunication,majorCollege,Medium,Adult40To50,Male,Long,SocialProductionLifeService
FirstTier,Short,Low0To100,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult20To30,Male,Long,Manufacturing
FirstTier,Short,Serious10kTo100k,traditionalTelephoneCommunication,middleSchool,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,traditionalTelephoneCommunication,vocationalCollege,Medium,Adult20To30,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious100kTo1000k,offlineCommunication,majorCollege,Medium,Adult30To40,Male,Short,SocialProductionLifeService
SecondTier,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult40To50,Female,Short,SocialProductionLifeService
FirstTier,Short,Low0To100,offlineCommunication,middleSchool,Medium,Adult30To40,Male,Long,SocialProductionLifeService
Developed,Short,Low0To100,traditionalTelephoneCommunication,middleSchool,Medium,Adult30To40,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,Low,Adult50To60,Male,Short,SocialProductionLifeService
ThirdTier,Short,Serious10kTo100k,offlineCommunication,vocationalCollege,Medium,Adult30To40,Male,Long,AgricultureForestryAnimalHusbandryFisheryWorkers
FirstTier,Short,Serious10kTo100k,offlineCommunication,middleSchool,Medium,Adult30To40,Female,Long,SocialProductionLifeService
Developed,Short,Medium1kTo10k,traditionalTelephoneCommunication,college,Medium,Adult20To30,Male,Long,SocialProductionLifeService
Developed,Short,Serious100kTo1000k,traditionalTelephoneCommunication,primarySchool,High,Adult30To40,Male,Long,Manufacturing
ModeratelyDeveloped,Short,Serious10kTo100k,financialExchange,highSchool,Medium,Adult40To50,Male,Short,SocialProductionLifeService
ModeratelyDeveloped,Short,Serious10kTo100k,offlineCommunication,highSchool,Medium,Adult40To50,Female,Short,SocialProductionLifeService
Developed,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,HeadsofPartyStateOrgans
Developed,Short,Serious10kTo100k,offlineCommunication,majorCollege,Medium,Adult20To30,Female,Short,Manufacturing
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult40To50,Female,Short,Clerical
FirstTier,Short,Serious10kTo100k,offlineCommunication,college,Medium,Adult30To40,Male,Short,SocialProductionLifeService
